chr1:12610581-12620582 for	chr1:12644296-12654297 rev
chr16:43998525-44008524 for	chr16:46025433-46035432 for
chr16:44002242-44010724 for	chr16:46047174-46055656 for
chr16:44032246-44037731 for	chr16:47648471-47653956 for
chr16:44032394-44037807 for	chr16:46178333-46183746 for
chr16:44056812-44062082 for	chr16:47695460-47700730 for
chr16:44058154-44070395 for	chr16:46252811-46265052 for
chr16:44081989-44087368 for	chr16:46270105-46275484 for
chr16:44089800-44098100 for	chr16:46277916-46286216 for
chr16:44100789-44106518 for	chr16:47734319-47740048 for
chr16:44110356-44115448 for	chr16:46299265-46304357 for
chr16:44115050-44122042 for	chr16:46310071-46317063 for
chr16:44122539-44128063 for	chr16:46317560-46323084 for
chr16:44139567-44145497 for	chr16:47795346-47801276 for
chr16:44140526-44145861 for	chr16:46335548-46340883 for
chr16:44140947-44147734 for	chr16:46340868-46347655 for
chr16:44181892-44192328 for	chr16:47839958-47850394 for
chr16:44195671-44204972 for	chr16:46407786-46417087 for
chr16:44219573-44225103 for	chr16:46422274-46427804 for
chr16:41967931-41974490 for	chr16:44253130-44259689 for
chr16:41913975-41927823 for	chr16:44284319-44298167 for
chr16:44284319-44303026 for	chr16:46516235-46534942 for
chr16:43021887-43029995 for	chr16:44297636-44305744 for
chr16:44297636-44303026 for	chr16:46529552-46534942 for
chr16:44349644-44354806 for	chr16:46566777-46571939 for
chr16:42076061-42082934 for	chr16:44369810-44376683 for
chr16:42101662-42108273 for	chr16:44382796-44389407 for
chr16:44391635-44397319 for	chr16:45716443-45722127 for
chr16:45125785-45131309 for	chr16:45716443-45721967 for
chr16:44394180-44401804 for	chr16:46587239-46594863 for
chr16:42783592-42789154 for	chr16:44401103-44406665 for
chr16:44402265-44409419 for	chr16:46595324-46602478 for
chr16:44409420-44416820 for	chr16:46602479-46609879 for
chr16:44464949-44482018 for	chr16:44487208-44504277 for
chr16:44482019-44487207 for	chr16:44504278-44509466 for
chr16:44505408-44526736 for	chr16:44526846-44548174 for
chr16:44548862-44554487 for	chr16:46674323-46679948 for
chr16:44561244-44566570 for	chr16:46686705-46692031 for
chr16:44573028-44589979 for	chr16:44590702-44607653 for
chr16:44602968-44608978 for	chr16:46705213-46711223 for
chr16:44633033-44642316 for	chr16:46759333-46768616 for
chr16:44661364-44668597 for	chr16:46787663-46794896 for
chr16:44706432-44713595 for	chr16:44712544-44719707 for
chr16:44751570-44756587 for	chr16:46853426-46858443 for
chr16:42399219-42407519 for	chr16:42455379-42463679 for
chr16:44796287-44812504 for	chr16:45417396-45433613 for
chr16:44812505-44825429 for	chr16:45433614-45446538 for
chr16:44836540-44845934 for	chr16:45457649-45467043 for
chr16:44846494-44853536 for	chr16:45467603-45474645 for
chr16:42504857-42510158 for	chr16:44853537-44858838 for
chr16:43510583-43515646 for	chr16:44871849-44876912 for
chr16:44882300-44893616 for	chr16:46971968-46983284 for
chr16:44916325-44922343 for	chr16:45502852-45508870 for
chr16:44926446-44941581 for	chr16:45512973-45528108 for
chr16:44941582-44947693 for	chr16:45528109-45534220 for
chr16:44950708-44961037 for	chr16:47034173-47044502 for
chr16:44990196-44999656 for	chr16:45576723-45586183 for
chr16:45578018-45586183 for	chr16:47074956-47083121 for
chr16:42636755-42646530 for	chr16:47074956-47084731 for
chr16:45007371-45015079 for	chr16:45593898-45601606 for
chr16:45015080-45031847 for	chr16:45601607-45618374 for
chr16:45034630-45041336 for	chr16:45621158-45627864 for
chr16:45045527-45052971 for	chr16:47135101-47142545 for
chr16:42690792-42699011 for	chr16:47135101-47143320 for
chr16:45050651-45056328 for	chr16:45641309-45646986 for
chr16:43661879-43668177 for	chr16:45054428-45060726 for
chr16:45054428-45062000 for	chr16:47144002-47151574 for
chr16:45083773-45093621 for	chr16:45674431-45684279 for
chr16:43687768-43695362 for	chr16:45674431-45682025 for
chr16:45098235-45106763 for	chr16:45688893-45697421 for
chr16:45106764-45112935 for	chr16:45697422-45703593 for
chr16:43705327-43717841 for	chr16:45703594-45716108 for
chr16:45112936-45131309 for	chr16:45703594-45721967 for
chr16:42776042-42787627 for	chr16:45135714-45147299 for
chr16:45135714-45145431 for	chr16:45726372-45736089 for
chr16:45143282-45149643 for	chr16:48176734-48183095 for
chr16:45145445-45151087 for	chr16:48103981-48109623 for
chr16:43134433-43139779 for	chr16:46598198-46603544 for
chr16:45159802-45166505 for	chr16:45754168-45760871 for
chr16:45166506-45181823 for	chr16:45760872-45776189 for
chr16:45181824-45195161 for	chr16:45794526-45807863 for
chr16:45183630-45200029 for	chr16:45802444-45818843 for
chr16:45802444-45807863 for	chr16:45808556-45813975 for
chr16:45201123-45209447 for	chr16:45819937-45828261 for
chr16:45207155-45212366 for	chr16:47285085-47290296 for
chr16:45209448-45215312 for	chr16:45828262-45834126 for
chr16:45221860-45228116 for	chr16:45840674-45846930 for
chr16:45228117-45235842 for	chr16:45846931-45854656 for
chr16:45240514-45249652 for	chr16:45859333-45868471 for
chr16:45254057-45259501 for	chr16:47348325-47353769 for
chr16:45260087-45265798 for	chr16:47348325-47354036 for
chr16:45253739-45259501 for	chr16:47348007-47353769 for
chr16:45259502-45266747 for	chr16:47347740-47354985 for
chr16:45262639-45270822 for	chr16:45875428-45883611 for
chr16:45889130-45894819 for	chr16:47358467-47364156 for
chr16:45283718-45294845 for	chr16:47359732-47370859 for
chr16:45288556-45296921 for	chr16:45895233-45903598 for
chr16:45322282-45329755 for	chr16:45928959-45936432 for
chr16:45337116-45344546 for	chr16:47413130-47420560 for
chr16:43910287-43915904 for	chr16:47413130-47418747 for
chr16:45345383-45352338 for	chr16:45952060-45959015 for
chr16:45380333-45385805 for	chr16:47456321-47461793 for
chr16:45381022-45388253 for	chr16:45388598-45395829 for
chr16:45411668-45417645 for	chr16:46091854-46097831 for
chr16:42477244-42484312 for	chr16:45428723-45435791 for
chr16:45427540-45433602 for	chr16:45447963-45454025 for
chr16:44806431-44812493 for	chr16:45447963-45454025 for
chr16:45449391-45455474 for	chr16:46924088-46930171 for
chr16:44896484-44901996 for	chr16:45483011-45488523 for
chr16:43542078-43549202 for	chr16:44903344-44910468 for
chr16:44979279-44989042 for	chr16:45565806-45575569 for
chr16:45596985-45605103 for	chr16:47093923-47102041 for
chr16:42655722-42662640 for	chr16:47093923-47100841 for
chr16:45611503-45622201 for	chr16:47114549-47125247 for
chr16:45044919-45050650 for	chr16:45635577-45641308 for
chr16:45056272-45062000 for	chr16:47145846-47151574 for
chr16:45652472-45662258 for	chr16:47145846-47155632 for
chr16:45072040-45080583 for	chr16:45662698-45671241 for
chr16:45680358-45685668 for	chr16:47173732-47179042 for
chr16:45695060-45701647 for	chr16:47188434-47195021 for
chr16:45722347-45733632 for	chr16:47215721-47227006 for
chr16:42785760-42791132 for	chr16:45736090-45741462 for
chr16:42786046-42791132 for	chr16:47229750-47234836 for
chr16:45736376-45741811 for	chr16:47229750-47235185 for
chr16:45768943-45776979 for	chr16:45787279-45795315 for
chr16:45773602-45778641 for	chr16:45779714-45784753 for
chr16:45818844-45824570 for	chr16:47284062-47289788 for
chr16:45849878-45855600 for	chr16:47325327-47331049 for
chr16:45901523-45907107 for	chr16:47370860-47376444 for
chr16:45920079-45927144 for	chr16:47389416-47396481 for
chr16:43904450-43915661 for	chr16:45937956-45949167 for
chr16:45937956-45943792 for	chr16:47407293-47413129 for
chr16:45974004-45981718 for	chr16:47512854-47520568 for
chr16:45374092-45380332 for	chr16:47512854-47519094 for
chr16:45995612-46003848 for	chr16:46114224-46122460 for
chr16:46132332-46142274 for	chr16:46150293-46160235 for
chr16:46013720-46028588 for	chr16:46150293-46165161 for
chr16:46059631-46064854 for	chr16:46172006-46177229 for
chr16:46035433-46040656 for	chr16:46172006-46177229 for
chr16:46059310-46065957 for	chr16:46171685-46178332 for
chr16:46065639-46070844 for	chr16:47648300-47653505 for
chr16:46074815-46080452 for	chr16:47551727-47557364 for
chr16:46076577-46081678 for	chr16:47559601-47564702 for
chr16:46083392-46093131 for	chr16:46101728-46111467 for
chr16:46123511-46130114 for	chr16:47600328-47606931 for
chr16:46128252-46142274 for	chr16:46146213-46160235 for
chr16:43991017-43997201 for	chr16:46023663-46029847 for
chr16:46023663-46029847 for	chr16:46160236-46166420 for
chr16:46186327-46192257 for	chr16:47656613-47662543 for
chr16:46199076-46206003 for	chr16:46205154-46212081 for
chr16:46230838-46236760 for	chr16:47674829-47680751 for
chr16:46263779-46273856 for	chr16:47707770-47717847 for
chr16:46393631-46401384 for	chr16:47839582-47847335 for
chr16:42909088-42914586 for	chr16:47863409-47868907 for
chr16:46417458-46425268 for	chr16:47863409-47871219 for
chr16:46431960-46441237 for	chr16:47877911-47887188 for
chr16:41965282-41970474 for	chr16:46468897-46474089 for
chr16:46493917-46508998 for	chr16:46531905-46546986 for
chr16:46502554-46508998 for	chr16:46540542-46546986 for
chr16:46515218-46527881 for	chr16:46540542-46553205 for
chr16:43100998-43106519 for	chr16:44365592-44371113 for
chr16:42071843-42077364 for	chr16:44365592-44371113 for
chr16:46710747-46716673 for	chr16:46719940-46725866 for
chr16:46782398-46789154 for	chr16:46788136-46794892 for
chr16:46783052-46789154 for	chr16:46788790-46794892 for
chr16:42289315-42295722 for	chr16:46788790-46795197 for
chr16:44707192-44713230 for	chr16:46821267-46827305 for
chr16:44713304-44719342 for	chr16:46821267-46827305 for
chr16:44800588-44807200 for	chr16:45421697-45428309 for
chr16:44816178-44822318 for	chr16:45437287-45443427 for
chr16:42581812-42588902 for	chr16:45517012-45524102 for
chr16:44930485-44937575 for	chr16:45517012-45524102 for
chr16:44982011-44989042 for	chr16:45568538-45575569 for
chr16:42627275-42634662 for	chr16:45568538-45575925 for
chr16:42629212-42634662 for	chr16:43001433-43006883 for
chr16:43001433-43009937 for	chr16:47067413-47075917 for
chr16:45016593-45024980 for	chr16:47106169-47114556 for
chr16:42718041-42723888 for	chr16:47155633-47161480 for
chr16:43110501-43117338 for	chr16:47158822-47165659 for
chr16:43681444-43688073 for	chr16:45077449-45084078 for
chr16:45077449-45084078 for	chr16:47161481-47168110 for
chr16:42741451-42747104 for	chr16:47179043-47184696 for
chr16:47188867-47195869 for	chr16:48146128-48153130 for
chr16:45695493-45701647 for	chr16:48146128-48152282 for
chr16:43705453-43713842 for	chr16:45703720-45712109 for
chr16:45113062-45121451 for	chr16:45703720-45712109 for
chr16:45121452-45128603 for	chr16:47205484-47212635 for
chr16:47210542-47215720 for	chr16:48093057-48098235 for
chr16:47235885-47241620 for	chr16:50416515-50422250 for
chr16:45187936-45193830 for	chr16:45806750-45812644 for
chr16:45806750-45812644 for	chr16:47271968-47277862 for
chr16:47288653-47294754 for	chr16:47294755-47300856 for
chr16:47284790-47289867 for	chr16:47296994-47302071 for
chr16:45254086-45259501 for	chr16:47348354-47353769 for
chr16:45260116-45266347 for	chr16:47348354-47354585 for
chr16:45889066-45895232 for	chr16:47358403-47364569 for
chr16:43849500-43855537 for	chr16:47358403-47364440 for
chr16:45298604-45307794 for	chr16:47374618-47383808 for
chr16:43899972-43910286 for	chr16:45326801-45337115 for
chr16:45326801-45337115 for	chr16:47402815-47413129 for
chr16:47431006-47436049 for	chr16:47493780-47498823 for
chr16:43940912-43947624 for	chr16:45367741-45374453 for
chr16:45367741-45374453 for	chr16:47443729-47450441 for
chr16:45976479-45981718 for	chr16:47515329-47520568 for
chr16:47452555-47459384 for	chr16:47515329-47522158 for
chr16:47465642-47474259 for	chr16:47477296-47485913 for
chr16:45374076-45380332 for	chr16:47512838-47519094 for
chr16:43947247-43952929 for	chr16:47512838-47518520 for
chr16:45390973-45396188 for	chr16:47522159-47527374 for
chr16:42223315-42228530 for	chr16:47522159-47527374 for
chr16:45389498-45396500 for	chr16:47528260-47535262 for
chr16:45381922-45388253 for	chr16:47528260-47534591 for
chr16:47481009-47486208 for	chr16:47532129-47537328 for
chr16:45412237-45417645 for	chr16:47550999-47556407 for
chr16:46092423-46098218 for	chr16:47550999-47556794 for
chr16:47568380-47574842 for	chr16:47574469-47580931 for
chr16:45997235-46003566 for	chr16:47592664-47598995 for
chr16:44062083-44069121 for	chr16:46256740-46263778 for
chr16:46256740-46263778 for	chr16:47700731-47707769 for
chr16:44115539-44121980 for	chr16:46310560-46317001 for
chr16:47806473-47819385 for	chr16:47818697-47831609 for
chr16:42903871-42909087 for	chr16:44200126-44205342 for
chr16:44200126-44205342 for	chr16:47858192-47863408 for
chr16:41913418-41919478 for	chr16:43008013-43014073 for
chr16:43008013-43014073 for	chr16:44283762-44289822 for
chr16:43002062-43009222 for	chr16:47068042-47075202 for
chr16:46535051-46541558 for	chr16:47068042-47074549 for
chr16:42638149-42644469 for	chr16:44992885-44999205 for
chr16:48054727-48060357 for	chr16:48066949-48072579 for
chr16:48059433-48065543 for	chr16:48065544-48071654 for
chr16:48094890-48100093 for	chr16:48169806-48175009 for
chr16:42741839-42747305 for	chr16:48136692-48142158 for
chr16:48355088-48362006 for	chr16:48361200-48368118 for
chr16:48355976-48361565 for	chr16:48362088-48367677 for
chr16:48398078-48406593 for	chr16:48404190-48412705 for
chr16:48515461-48524056 for	chr16:48528130-48536725 for
chr16:49122609-49127729 for	chr16:49147833-49152953 for
chr16:49132949-49138728 for	chr16:49158173-49163952 for
chr16:49192037-49198148 for	chr16:49204209-49210320 for
chr16:49204209-49211402 for	chr16:49210321-49217514 for
chr16:49202918-49210320 for	chr16:49209030-49216432 for
chr16:49255965-49266141 for	chr16:49267040-49277216 for
chr16:49584079-49594754 for	chr16:49590201-49600876 for
chr16:49732714-49743415 for	chr16:49744886-49755587 for
chr16:49857616-49862791 for	chr16:49871121-49876296 for
chr16:49915988-49922494 for	chr16:50001850-50008356 for
chr16:50077147-50082262 for	chr16:50084920-50090035 for
chr16:50485745-50490842 for	chr16:50497865-50502962 for
chr16:50490843-50496372 for	chr16:50496903-50502432 for
chr16:50780505-50788179 for	chr16:50823288-50830962 for
chr16:50791668-50800912 for	chr16:50803892-50813136 for
chr16:50808663-50817004 for	chr16:50826998-50835339 for
chr16:50811281-50818267 for	chr16:50817393-50824379 for
chr16:50817393-50823116 for	chr16:50829616-50835339 for
chr16:50874602-50880936 for	chr16:50880714-50887048 for
chr16:50904004-50909560 for	chr16:50910116-50915672 for
chr16:50925023-50935930 for	chr16:50944870-50955777 for
chr16:50957379-50963490 for	chr16:50969603-50975714 for
chr16:51223222-51230088 for	chr16:51229288-51236154 for
chr16:51628426-51633965 for	chr16:51646762-51652301 for
chr16:51839714-51846655 for	chr16:51845817-51852758 for
chr16:51887196-51898023 for	chr16:51910347-51921174 for
chr16:52049736-52056305 for	chr16:52123062-52129631 for
chr16:61564103-61577600 for	chr16:61609340-61622837 rev
chr16:61582866-61590721 for	chr16:61596211-61604066 rev
chr16:80223375-80229251 for	chr16:80337765-80343641 for
chr17:18980393-18989576 for	chr17:19058030-19067213 for
chr17:19040753-19048268 for	chr17:19166916-19174431 for
chr17:19123816-19129623 for	chr17:19145198-19151005 rev
chr17:23078507-23083578 for	chr17:23087901-23092972 for
chr17:23610155-23616316 for	chr17:23619668-23625829 for
chr17:23737093-23742192 for	chr17:23741851-23746950 for
chr17:23800612-23809499 for	chr17:23805370-23814257 for
chr17:23936278-23941707 for	chr17:23941708-23947137 for
chr17:23979810-23985762 for	chr17:23985240-23991192 for
chr17:24217370-24225359 for	chr17:24225177-24233166 for
chr17:24272055-24277414 for	chr17:24404231-24409590 for
chr17:24310922-24316726 for	chr17:24316349-24322153 for
chr17:24516860-24526156 for	chr17:24527718-24537014 for
chr17:24560819-24566530 for	chr17:24566587-24572298 for
chr17:24579835-24585069 for	chr17:24585265-24590499 for
chr17:24631433-24637176 for	chr17:24699140-24704883 for
chr17:24670038-24683522 for	chr17:24699735-24713219 for
chr17:24731514-24736738 for	chr17:24747805-24753029 for
chr17:24734080-24740468 for	chr17:24736795-24743183 for
chr17:24734940-24742373 for	chr17:24900388-24907821 for
chr17:24737655-24743183 for	chr17:24900388-24905916 for
chr17:24745145-24751320 for	chr17:24907877-24914052 for
chr17:24905162-24910358 for	chr17:24907877-24913073 for
chr17:24793792-24801731 for	chr17:24804652-24812591 for
chr17:24815782-24820941 for	chr17:24954079-24959238 for
chr17:24825163-24832592 for	chr17:24968889-24976318 for
chr17:24830197-24838592 for	chr17:25058088-25066483 for
chr17:25020078-25027112 for	chr17:25058088-25065122 for
chr17:24831802-24839944 for	chr17:24937519-24945661 for
chr17:24937519-24942948 for	chr17:24983673-24989102 for
chr17:24834517-24841056 for	chr17:25054263-25060802 for
chr17:24991818-24997540 for	chr17:25054263-25059985 for
chr17:24826372-24831799 for	chr17:24970098-24975525 for
chr17:24841057-24849597 for	chr17:24949489-24958029 for
chr17:24949489-24954918 for	chr17:24968493-24973922 for
chr17:24861620-24873336 for	chr17:25032496-25044212 for
chr17:25032496-25043083 for	chr17:25035211-25045798 for
chr17:24905107-24910358 for	chr17:24907822-24913073 for
chr17:24902382-24908532 for	chr17:24918504-24924654 for
chr17:24734219-24739658 for	chr17:24918504-24923943 for
chr17:24931200-24937027 for	chr17:24947490-24953317 for
chr17:24940232-24948376 for	chr17:24989101-24997245 for
chr17:24940234-24948376 for	chr17:24989103-24997245 for
chr17:24942949-24952203 for	chr17:24989103-24998357 for
